StudioProjectName	StudioTestName	ParticipantName	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	RecordingTimestamp	StudioEventData	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	
MAP Protocol	VS_B	ADMI_147_M1				40				327	382	265.38	265.03	
MAP Protocol	VS_B	ADMI_147_M1				57				336	362	265.35	265.02	
MAP Protocol	VS_B	ADMI_147_M1				73				322	357	265.41	265.06	
MAP Protocol	VS_B	ADMI_147_M1				90				423	348	265.63	265.16	
MAP Protocol	VS_B	ADMI_147_M1				107				478	463	265.93	265.30	
MAP Protocol	VS_B	ADMI_147_M1				123				650	566			
MAP Protocol	VS_B	ADMI_147_M1				140								
MAP Protocol	VS_B	ADMI_147_M1				157								
MAP Protocol	VS_B	ADMI_147_M1				173				558	659	266.64	265.24	
MAP Protocol	VS_B	ADMI_147_M1				190								
MAP Protocol	VS_B	ADMI_147_M1				207								
MAP Protocol	VS_B	ADMI_147_M1				223								
MAP Protocol	VS_B	ADMI_147_M1				240				711	305	266.62	264.98	
MAP Protocol	VS_B	ADMI_147_M1				257				714	275	266.61	264.98	
MAP Protocol	VS_B	ADMI_147_M1				273				710	307	266.61	264.98	
MAP Protocol	VS_B	ADMI_147_M1				290				716	272	266.60	264.96	
MAP Protocol	VS_B	ADMI_147_M1				306				716	296	266.62	265.31	
MAP Protocol	VS_B	ADMI_147_M1				323				712	307	266.63	265.22	
MAP Protocol	VS_B	ADMI_147_M1				340				712	311	266.63	265.20	
MAP Protocol	VS_B	ADMI_147_M1				356				709	317	266.64	265.19	
MAP Protocol	VS_B	ADMI_147_M1				373				710	313	266.65	265.10	
MAP Protocol	VS_B	ADMI_147_M1				390				711	317	266.66	265.09	
MAP Protocol	VS_B	ADMI_147_M1				406				709	310	266.66	265.15	
MAP Protocol	VS_B	ADMI_147_M1				423				710	305	266.67	265.17	
MAP Protocol	VS_B	ADMI_147_M1				440				713	322	266.67	265.22	
MAP Protocol	VS_B	ADMI_147_M1				456				710	314	266.66	265.25	
MAP Protocol	VS_B	ADMI_147_M1				473				711	309	266.64	265.22	
MAP Protocol	VS_B	ADMI_147_M1				490								
MAP Protocol	VS_B	ADMI_147_M1				506								
MAP Protocol	VS_B	ADMI_147_M1				523				716	290	266.56	265.28	
MAP Protocol	VS_B	ADMI_147_M1				539				715	294	266.55	265.31	
MAP Protocol	VS_B	ADMI_147_M1				541	Instruction Element							
MAP Protocol	VS_B	ADMI_147_M1				556				712	298	266.55	265.20	
MAP Protocol	VS_B	ADMI_147_M1				573				710	296	266.54	265.12	
MAP Protocol	VS_B	ADMI_147_M1				589				714	291	266.53	265.12	
MAP Protocol	VS_B	ADMI_147_M1				606				711	296	266.52	265.10	
MAP Protocol	VS_B	ADMI_147_M1				623				714	300	266.51	265.10	
MAP Protocol	VS_B	ADMI_147_M1				639				710	301	266.49	265.09	
MAP Protocol	VS_B	ADMI_147_M1				656				708	301	266.51	265.17	
MAP Protocol	VS_B	ADMI_147_M1				673				707	301	266.53	265.20	
MAP Protocol	VS_B	ADMI_147_M1				689				711	301	266.53	265.24	
MAP Protocol	VS_B	ADMI_147_M1				706				720	300	266.55	265.30	
MAP Protocol	VS_B	ADMI_147_M1				723				716	314	266.62	265.27	
MAP Protocol	VS_B	ADMI_147_M1				740				712	318	266.66	265.27	
MAP Protocol	VS_B	ADMI_147_M1				756				685	341	266.60	265.16	
MAP Protocol	VS_B	ADMI_147_M1				773				669	385	266.58	264.99	
MAP Protocol	VS_B	ADMI_147_M1				789				688	372	266.58	264.98	
MAP Protocol	VS_B	ADMI_147_M1				806				674	371	266.56	264.98	
MAP Protocol	VS_B	ADMI_147_M1				823				687	386	266.55	264.96	
MAP Protocol	VS_B	ADMI_147_M1				839				689	383	266.56	264.97	
MAP Protocol	VS_B	ADMI_147_M1				856				681	383	266.58	265.00	
MAP Protocol	VS_B	ADMI_147_M1				873				683	382	266.57	265.01	
MAP Protocol	VS_B	ADMI_147_M1				889				682	387	266.57	264.90	
MAP Protocol	VS_B	ADMI_147_M1				906				685	388	266.56	264.87	
MAP Protocol	VS_B	ADMI_147_M1				923				681	385	266.55	264.84	
