StudioProjectName	StudioTestName	ParticipantName	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	RecordingTimestamp	StudioEventData	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	
MAP Protocol	VS_B	ADMI_543_P1				29				-47	443	157.58	155.19	
MAP Protocol	VS_B	ADMI_543_P1				45				64	483	156.49	158.47	
MAP Protocol	VS_B	ADMI_543_P1				62				357	541	157.75	156.46	
MAP Protocol	VS_B	ADMI_543_P1				79				581	576	159.77	153.07	
MAP Protocol	VS_B	ADMI_543_P1				95				757	614	161.80	150.23	
MAP Protocol	VS_B	ADMI_543_P1				112				893	621	162.68	150.95	
MAP Protocol	VS_B	ADMI_543_P1				129				882	608	162.05	155.72	
MAP Protocol	VS_B	ADMI_543_P1				145				892	621	164.52	151.29	
MAP Protocol	VS_B	ADMI_543_P1				162				906	620	166.21	149.09	
MAP Protocol	VS_B	ADMI_543_P1				179				913	615	166.90	149.60	
MAP Protocol	VS_B	ADMI_543_P1				196				921	615	167.74	149.15	
MAP Protocol	VS_B	ADMI_543_P1				212				909	612	168.38	148.74	
MAP Protocol	VS_B	ADMI_543_P1				229				914	625	168.70	148.35	
MAP Protocol	VS_B	ADMI_543_P1				246				907	612	168.87	147.97	
MAP Protocol	VS_B	ADMI_543_P1				262				903	619	168.78	147.60	
MAP Protocol	VS_B	ADMI_543_P1				279				907	610	168.58	147.16	
MAP Protocol	VS_B	ADMI_543_P1				296				914	619	168.24	146.60	
MAP Protocol	VS_B	ADMI_543_P1				312				899	608	167.90	145.85	
MAP Protocol	VS_B	ADMI_543_P1				329				904	617	167.52	144.96	
MAP Protocol	VS_B	ADMI_543_P1				346				897	610	167.19	143.91	
MAP Protocol	VS_B	ADMI_543_P1				362								
MAP Protocol	VS_B	ADMI_543_P1				379								
MAP Protocol	VS_B	ADMI_543_P1				395				797	581	165.23	143.46	
MAP Protocol	VS_B	ADMI_543_P1				412				798	582	164.79	142.67	
MAP Protocol	VS_B	ADMI_543_P1				429				808	587	165.05	139.74	
MAP Protocol	VS_B	ADMI_543_P1				445				812	575	163.92	141.28	
MAP Protocol	VS_B	ADMI_543_P1				462				809	590	163.99	139.00	
MAP Protocol	VS_B	ADMI_543_P1				479				790	584	162.81	140.68	
MAP Protocol	VS_B	ADMI_543_P1				496				983	684	163.99	136.33	
MAP Protocol	VS_B	ADMI_543_P1				512				1144	789	165.32	131.91	
MAP Protocol	VS_B	ADMI_543_P1				529				1311	821	164.89	132.78	
MAP Protocol	VS_B	ADMI_543_P1				546				1296	826	165.33	130.52	
MAP Protocol	VS_B	ADMI_543_P1				562				1303	833	165.10	130.63	
MAP Protocol	VS_B	ADMI_543_P1				579				1308	825	165.24	130.11	
MAP Protocol	VS_B	ADMI_543_P1				596				1313	824	165.28	130.31	
MAP Protocol	VS_B	ADMI_543_P1				599	Instruction Element							
MAP Protocol	VS_B	ADMI_543_P1				612				1313	829	166.30	127.93	
MAP Protocol	VS_B	ADMI_543_P1				629				1306	829	165.92	130.02	
MAP Protocol	VS_B	ADMI_543_P1				646				1339	796	166.81	128.45	
MAP Protocol	VS_B	ADMI_543_P1				662				1328	736	167.15	128.66	
MAP Protocol	VS_B	ADMI_543_P1				679								
MAP Protocol	VS_B	ADMI_543_P1				696								
MAP Protocol	VS_B	ADMI_543_P1				712								
MAP Protocol	VS_B	ADMI_543_P1				729								
MAP Protocol	VS_B	ADMI_543_P1				746								
MAP Protocol	VS_B	ADMI_543_P1				762								
MAP Protocol	VS_B	ADMI_543_P1				779								
MAP Protocol	VS_B	ADMI_543_P1				796								
MAP Protocol	VS_B	ADMI_543_P1				812								
MAP Protocol	VS_B	ADMI_543_P1				829								
MAP Protocol	VS_B	ADMI_543_P1				846								
MAP Protocol	VS_B	ADMI_543_P1				862				1359	841	167.92	131.38	
MAP Protocol	VS_B	ADMI_543_P1				879				1275	814	166.95	134.69	
MAP Protocol	VS_B	ADMI_543_P1				896				1090	717	166.26	135.29	
MAP Protocol	VS_B	ADMI_543_P1				912				860	597	165.49	135.92	
MAP Protocol	VS_B	ADMI_543_P1				929				704	483	164.67	136.42	
MAP Protocol	VS_B	ADMI_543_P1				946				645	417	164.13	136.73	
MAP Protocol	VS_B	ADMI_543_P1				962				653	422	163.54	136.71	
MAP Protocol	VS_B	ADMI_543_P1				979				657	422	163.02	136.82	
MAP Protocol	VS_B	ADMI_543_P1				995				667	427	162.45	136.82	
MAP Protocol	VS_B	ADMI_543_P1				1012				647	417	161.95	136.80	
MAP Protocol	VS_B	ADMI_543_P1				1029				650	415	159.76	141.76	
MAP Protocol	VS_B	ADMI_543_P1				1045				659	407	158.99	142.71	
MAP Protocol	VS_B	ADMI_543_P1				1062				651	366	157.67	145.70	
MAP Protocol	VS_B	ADMI_543_P1				1079				640	305	156.43	148.87	
MAP Protocol	VS_B	ADMI_543_P1				1095				633	300	155.78	150.68	
MAP Protocol	VS_B	ADMI_543_P1				1112				639	337	156.72	148.43	
MAP Protocol	VS_B	ADMI_543_P1				1129				632	295	155.01	153.97	
MAP Protocol	VS_B	ADMI_543_P1				1145				638	282	155.12	154.78	
MAP Protocol	VS_B	ADMI_543_P1				1162				638	300	157.39	149.62	
MAP Protocol	VS_B	ADMI_543_P1				1178				639	315	158.90	146.68	
MAP Protocol	VS_B	ADMI_543_P1				1195				640	298	158.34	149.67	
MAP Protocol	VS_B	ADMI_543_P1				1212				642	303	159.00	149.21	
MAP Protocol	VS_B	ADMI_543_P1				1229				644	307	159.84	148.03	
MAP Protocol	VS_B	ADMI_543_P1				1245				648	345	161.41	144.70	
