StudioProjectName	StudioTestName	ParticipantName	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	RecordingTimestamp	StudioEventData	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	
MAP Protocol	VS_A	ADMI_522_P1				32				283	174	205.84	175.35	
MAP Protocol	VS_A	ADMI_522_P1				48				304	198	204.97	175.29	
MAP Protocol	VS_A	ADMI_522_P1				65				304	179	204.12	175.24	
MAP Protocol	VS_A	ADMI_522_P1				82				300	211	203.29	175.19	
MAP Protocol	VS_A	ADMI_522_P1				99				139	74	202.37	175.17	
MAP Protocol	VS_A	ADMI_522_P1				115				139	104	201.55	175.12	
MAP Protocol	VS_A	ADMI_522_P1				132				195	173	200.82	175.07	
MAP Protocol	VS_A	ADMI_522_P1				148				242	177	200.11	175.02	
MAP Protocol	VS_A	ADMI_522_P1				165				183	203	199.45	174.96	
MAP Protocol	VS_A	ADMI_522_P1				182				170	164	198.79	174.96	
MAP Protocol	VS_A	ADMI_522_P1				199				188	188	198.17	174.93	
MAP Protocol	VS_A	ADMI_522_P1				215				192	174	197.59	174.90	
MAP Protocol	VS_A	ADMI_522_P1				232				198	169	197.04	174.83	
MAP Protocol	VS_A	ADMI_522_P1				249				192	183	196.51	174.86	
MAP Protocol	VS_A	ADMI_522_P1				265				189	181	196.03	174.85	
MAP Protocol	VS_A	ADMI_522_P1				281				185	173	195.58	174.81	
MAP Protocol	VS_A	ADMI_522_P1				298				191	181	195.16	174.79	
MAP Protocol	VS_A	ADMI_522_P1				315				196	183	194.74	174.77	
MAP Protocol	VS_A	ADMI_522_P1				332				173	179	194.34	174.73	
MAP Protocol	VS_A	ADMI_522_P1				348				171	175	193.97	174.69	
MAP Protocol	VS_A	ADMI_522_P1				365				175	190	193.61	174.66	
MAP Protocol	VS_A	ADMI_522_P1				381				164	149	193.27	174.67	
MAP Protocol	VS_A	ADMI_522_P1				398				198	177	192.94	174.71	
MAP Protocol	VS_A	ADMI_522_P1				415				174	180	192.65	174.71	
MAP Protocol	VS_A	ADMI_522_P1				432				182	178	192.38	174.78	
MAP Protocol	VS_A	ADMI_522_P1				448				193	203	192.15	174.78	
MAP Protocol	VS_A	ADMI_522_P1				464				178	170	191.96	174.78	
MAP Protocol	VS_A	ADMI_522_P1				481				171	174	191.80	174.77	
MAP Protocol	VS_A	ADMI_522_P1				498				182	166	191.66	174.75	
MAP Protocol	VS_A	ADMI_522_P1				515				193	170	191.57	174.69	
MAP Protocol	VS_A	ADMI_522_P1				532				178	184	191.49	174.62	
MAP Protocol	VS_A	ADMI_522_P1				548				206	172	191.45	174.60	
MAP Protocol	VS_A	ADMI_522_P1				564				408	219	191.85	174.64	
MAP Protocol	VS_A	ADMI_522_P1				581				567	137	192.45	174.83	
MAP Protocol	VS_A	ADMI_522_P1				598								
MAP Protocol	VS_A	ADMI_522_P1				615								
MAP Protocol	VS_A	ADMI_522_P1				632								
MAP Protocol	VS_A	ADMI_522_P1				634	Instruction Element							
MAP Protocol	VS_A	ADMI_522_P1				648								
MAP Protocol	VS_A	ADMI_522_P1				665								
MAP Protocol	VS_A	ADMI_522_P1				681								
MAP Protocol	VS_A	ADMI_522_P1				698								
MAP Protocol	VS_A	ADMI_522_P1				715								
MAP Protocol	VS_A	ADMI_522_P1				731								
MAP Protocol	VS_A	ADMI_522_P1				748								
MAP Protocol	VS_A	ADMI_522_P1				765				765	92	194.45	175.15	
MAP Protocol	VS_A	ADMI_522_P1				781				770	111	194.62	175.18	
MAP Protocol	VS_A	ADMI_522_P1				798				779	98	194.90	175.03	
MAP Protocol	VS_A	ADMI_522_P1				814				789	110	195.09	175.05	
MAP Protocol	VS_A	ADMI_522_P1				831				810	160	194.71	176.92	
MAP Protocol	VS_A	ADMI_522_P1				848				801	171	194.94	176.78	
MAP Protocol	VS_A	ADMI_522_P1				864				798	178	194.94	177.37	
MAP Protocol	VS_A	ADMI_522_P1				881				821	174	194.83	178.29	
MAP Protocol	VS_A	ADMI_522_P1				898				816	173	194.83	178.84	
MAP Protocol	VS_A	ADMI_522_P1				915				698	206	195.12	177.84	
MAP Protocol	VS_A	ADMI_522_P1				931				607	313	194.56	179.24	
MAP Protocol	VS_A	ADMI_522_P1				948				582	332	195.35	176.78	
MAP Protocol	VS_A	ADMI_522_P1				964				577	308	195.50	176.72	
MAP Protocol	VS_A	ADMI_522_P1				981				587	318	196.31	174.50	
MAP Protocol	VS_A	ADMI_522_P1				997				572	357	195.97	176.26	
MAP Protocol	VS_A	ADMI_522_P1				1014				572	245	196.77	174.33	
MAP Protocol	VS_A	ADMI_522_P1				1031				571	242	196.95	174.34	
MAP Protocol	VS_A	ADMI_522_P1				1048				545	212	196.23	176.22	
MAP Protocol	VS_A	ADMI_522_P1				1064				570	182	195.92	177.23	
MAP Protocol	VS_A	ADMI_522_P1				1081				566	258	197.54	174.05	
MAP Protocol	VS_A	ADMI_522_P1				1098				561	257	197.72	174.00	
MAP Protocol	VS_A	ADMI_522_P1				1114				555	235	197.88	174.06	
MAP Protocol	VS_A	ADMI_522_P1				1131				540	242	198.09	173.93	
MAP Protocol	VS_A	ADMI_522_P1				1148				611	290	198.56	172.13	
MAP Protocol	VS_A	ADMI_522_P1				1164				625	255	197.31	176.40	
MAP Protocol	VS_A	ADMI_522_P1				1181				637	300	198.66	173.65	
MAP Protocol	VS_A	ADMI_522_P1				1197				618	332	198.58	174.18	
MAP Protocol	VS_A	ADMI_522_P1				1214				623	303	198.51	174.86	
MAP Protocol	VS_A	ADMI_522_P1				1231				669	316	198.04	176.89	
MAP Protocol	VS_A	ADMI_522_P1				1248				645	337	197.91	177.73	
MAP Protocol	VS_A	ADMI_522_P1				1264				636	324	196.98	178.37	
MAP Protocol	VS_A	ADMI_522_P1				1281				629	320	199.42	173.06	
MAP Protocol	VS_A	ADMI_522_P1				1297				627	309	198.32	177.41	
MAP Protocol	VS_A	ADMI_522_P1				1314				643	328	199.67	172.90	
MAP Protocol	VS_A	ADMI_522_P1				1331				623	309	199.15	175.02	
MAP Protocol	VS_A	ADMI_522_P1				1348				599	346	199.83	172.75	
MAP Protocol	VS_A	ADMI_522_P1				1364				616	302	199.04	175.87	
MAP Protocol	VS_A	ADMI_522_P1				1381				606	305	198.89	176.73	
MAP Protocol	VS_A	ADMI_522_P1				1397				643	358	198.70	175.82	
MAP Protocol	VS_A	ADMI_522_P1				1414				632	336	200.20	172.55	
MAP Protocol	VS_A	ADMI_522_P1				1431				759	339	200.30	172.53	
MAP Protocol	VS_A	ADMI_522_P1				1448				744	300			
MAP Protocol	VS_A	ADMI_522_P1				1464				766	326	200.50	172.47	
MAP Protocol	VS_A	ADMI_522_P1				1481				756	354	200.58	172.49	
MAP Protocol	VS_A	ADMI_522_P1				1497				748	343	200.68	172.43	
MAP Protocol	VS_A	ADMI_522_P1				1514				759	345	200.75	172.45	
MAP Protocol	VS_A	ADMI_522_P1				1530				765	347	200.83	172.39	
MAP Protocol	VS_A	ADMI_522_P1				1547				761	352	200.92	172.37	
MAP Protocol	VS_A	ADMI_522_P1				1564				760	315			
MAP Protocol	VS_A	ADMI_522_P1				1580				753	312	201.17	172.39	
MAP Protocol	VS_A	ADMI_522_P1				1597				769	338			
MAP Protocol	VS_A	ADMI_522_P1				1614				787	330			
MAP Protocol	VS_A	ADMI_522_P1				1630				756	310	201.48	172.45	
MAP Protocol	VS_A	ADMI_522_P1				1647				751	333	201.60	172.48	
MAP Protocol	VS_A	ADMI_522_P1				1664				754	330	201.72	172.49	
MAP Protocol	VS_A	ADMI_522_P1				1681				763	333	201.86	172.34	
MAP Protocol	VS_A	ADMI_522_P1				1697				761	321	202.00	172.32	
MAP Protocol	VS_A	ADMI_522_P1				1714				759	346	202.13	172.32	
MAP Protocol	VS_A	ADMI_522_P1				1730				764	362	199.89	177.75	
MAP Protocol	VS_A	ADMI_522_P1				1747				752	358	202.40	172.24	
MAP Protocol	VS_A	ADMI_522_P1				1764				756	337	202.52	172.27	
MAP Protocol	VS_A	ADMI_522_P1				1780				771	346	202.63	172.27	
MAP Protocol	VS_A	ADMI_522_P1				1797				763	355	202.75	172.24	
MAP Protocol	VS_A	ADMI_522_P1				1814				760	321	202.40	176.76	
MAP Protocol	VS_A	ADMI_522_P1				1830				788	358			
MAP Protocol	VS_A	ADMI_522_P1				1847				779	306	203.06	172.24	
MAP Protocol	VS_A	ADMI_522_P1				1864								
MAP Protocol	VS_A	ADMI_522_P1				1880								
MAP Protocol	VS_A	ADMI_522_P1				1897				758	359	203.28	172.28	
MAP Protocol	VS_A	ADMI_522_P1				1914				754	344	203.06	175.89	
MAP Protocol	VS_A	ADMI_522_P1				1930				765	361	203.50	172.25	
MAP Protocol	VS_A	ADMI_522_P1				1947				769	361	203.27	175.98	
MAP Protocol	VS_A	ADMI_522_P1				1963				760	322	203.41	176.03	
MAP Protocol	VS_A	ADMI_522_P1				1980				749	339	203.89	172.46	
MAP Protocol	VS_A	ADMI_522_P1				1997				775	375	204.02	172.49	
MAP Protocol	VS_A	ADMI_522_P1				2013				756	344	203.83	176.15	
MAP Protocol	VS_A	ADMI_522_P1				2030				751	347	203.96	176.17	
MAP Protocol	VS_A	ADMI_522_P1				2047				761	387	204.41	172.66	
MAP Protocol	VS_A	ADMI_522_P1				2063				747	359	204.57	172.63	
MAP Protocol	VS_A	ADMI_522_P1				2080				752	377	204.68	172.62	
MAP Protocol	VS_A	ADMI_522_P1				2097				817	351	204.78	172.55	
MAP Protocol	VS_A	ADMI_522_P1				2113				763	377	204.90	172.60	
MAP Protocol	VS_A	ADMI_522_P1				2130				760	340	204.96	172.63	
MAP Protocol	VS_A	ADMI_522_P1				2147				762	347	205.05	172.62	
MAP Protocol	VS_A	ADMI_522_P1				2163				783	379	205.09	172.69	
MAP Protocol	VS_A	ADMI_522_P1				2180				760	367	205.14	172.77	
MAP Protocol	VS_A	ADMI_522_P1				2197				747	360	205.15	172.72	
MAP Protocol	VS_A	ADMI_522_P1				2213								
MAP Protocol	VS_A	ADMI_522_P1				2230								
MAP Protocol	VS_A	ADMI_522_P1				2247								
MAP Protocol	VS_A	ADMI_522_P1				2263								
