StudioProjectName	StudioTestName	ParticipantName	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	RecordingTimestamp	StudioEventData	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	
MAP Protocol	VS_B	ADMI_023_P1				90				178	295	235.75	154.80	
MAP Protocol	VS_B	ADMI_023_P1				106				181	280	235.25	159.75	
MAP Protocol	VS_B	ADMI_023_P1				123				175	292	235.97	155.66	
MAP Protocol	VS_B	ADMI_023_P1				140				176	279	235.53	159.69	
MAP Protocol	VS_B	ADMI_023_P1				156				172	293	236.39	154.43	
MAP Protocol	VS_B	ADMI_023_P1				173				177	299	236.53	154.46	
MAP Protocol	VS_B	ADMI_023_P1				190				177	297	236.82	153.17	
MAP Protocol	VS_B	ADMI_023_P1				206				173	298	236.87	153.78	
MAP Protocol	VS_B	ADMI_023_P1				223				178	301	237.04	153.94	
MAP Protocol	VS_B	ADMI_023_P1				240				150	275	236.43	160.19	
MAP Protocol	VS_B	ADMI_023_P1				256				50	243	236.54	161.03	
MAP Protocol	VS_B	ADMI_023_P1				273				-16	217	236.74	162.11	
MAP Protocol	VS_B	ADMI_023_P1				290				1	238	237.81	156.91	
MAP Protocol	VS_B	ADMI_023_P1				306				-6	244	238.21	156.74	
MAP Protocol	VS_B	ADMI_023_P1				323				-5	241	238.36	158.01	
MAP Protocol	VS_B	ADMI_023_P1				340				-7	222	237.59	166.22	
MAP Protocol	VS_B	ADMI_023_P1				356				-5	245	238.55	159.54	
MAP Protocol	VS_B	ADMI_023_P1				373				-3	241	238.54	160.02	
MAP Protocol	VS_B	ADMI_023_P1				390				-5	244	238.42	160.55	
MAP Protocol	VS_B	ADMI_023_P1				406				-11	220	237.34	168.28	
MAP Protocol	VS_B	ADMI_023_P1				423				-9	217	237.15	168.25	
MAP Protocol	VS_B	ADMI_023_P1				440				-12	218	236.92	167.98	
MAP Protocol	VS_B	ADMI_023_P1				456				-3	249	237.68	159.60	
MAP Protocol	VS_B	ADMI_023_P1				473				-14	211	236.49	166.73	
MAP Protocol	VS_B	ADMI_023_P1				489				-1	252	237.31	158.04	
MAP Protocol	VS_B	ADMI_023_P1				506				3	249	237.30	156.17	
MAP Protocol	VS_B	ADMI_023_P1				523				7	250	237.26	154.89	
MAP Protocol	VS_B	ADMI_023_P1				539				-11	218	236.40	160.28	
MAP Protocol	VS_B	ADMI_023_P1				556				15	234	236.69	157.92	
MAP Protocol	VS_B	ADMI_023_P1				573				139	259	239.52	148.27	
MAP Protocol	VS_B	ADMI_023_P1				590				286	223	237.90	147.68	
MAP Protocol	VS_B	ADMI_023_P1				606								
MAP Protocol	VS_B	ADMI_023_P1				612	Instruction Element							
MAP Protocol	VS_B	ADMI_023_P1				623				523	162	239.49	143.74	
MAP Protocol	VS_B	ADMI_023_P1				639				615	153	242.48	141.42	
MAP Protocol	VS_B	ADMI_023_P1				656				670	134	242.34	134.78	
MAP Protocol	VS_B	ADMI_023_P1				673				688	73	241.26	146.61	
MAP Protocol	VS_B	ADMI_023_P1				690				666	135	242.80	133.78	
MAP Protocol	VS_B	ADMI_023_P1				706				671	134	242.76	134.93	
MAP Protocol	VS_B	ADMI_023_P1				723				680	79	241.49	147.30	
MAP Protocol	VS_B	ADMI_023_P1				740				667	130	242.68	135.77	
MAP Protocol	VS_B	ADMI_023_P1				756				661	88	241.27	148.42	
MAP Protocol	VS_B	ADMI_023_P1				773				661	80	241.06	148.87	
MAP Protocol	VS_B	ADMI_023_P1				790				658	101	241.18	145.78	
MAP Protocol	VS_B	ADMI_023_P1				806				658	83	240.60	149.59	
MAP Protocol	VS_B	ADMI_023_P1				823				655	84	240.40	149.83	
MAP Protocol	VS_B	ADMI_023_P1				839				654	99	240.62	146.56	
MAP Protocol	VS_B	ADMI_023_P1				856				657	85	240.19	150.29	
MAP Protocol	VS_B	ADMI_023_P1				873				654	90	240.23	150.54	
MAP Protocol	VS_B	ADMI_023_P1				890				660	86	240.30	150.78	
MAP Protocol	VS_B	ADMI_023_P1				906				660	107	240.83	147.61	
MAP Protocol	VS_B	ADMI_023_P1				923				656	102	241.08	147.80	
MAP Protocol	VS_B	ADMI_023_P1				939				657	86	241.01	151.45	
MAP Protocol	VS_B	ADMI_023_P1				956				659	88	241.29	151.50	
MAP Protocol	VS_B	ADMI_023_P1				973				659	87	241.58	151.39	
MAP Protocol	VS_B	ADMI_023_P1				989				654	138	242.15	147.55	
MAP Protocol	VS_B	ADMI_023_P1				1006				626	282	242.12	150.61	
MAP Protocol	VS_B	ADMI_023_P1				1023				618	383	242.27	150.79	
MAP Protocol	VS_B	ADMI_023_P1				1039				618	427	242.44	150.97	
MAP Protocol	VS_B	ADMI_023_P1				1056				620	424	242.62	150.33	
MAP Protocol	VS_B	ADMI_023_P1				1072				617	425	242.99	147.97	
MAP Protocol	VS_B	ADMI_023_P1				1089				620	429	243.20	147.37	
MAP Protocol	VS_B	ADMI_023_P1				1106				613	431	243.43	146.84	
MAP Protocol	VS_B	ADMI_023_P1				1123				621	424	243.54	147.72	
MAP Protocol	VS_B	ADMI_023_P1				1139				618	428	243.87	146.35	
MAP Protocol	VS_B	ADMI_023_P1				1156				620	423	244.09	146.22	
MAP Protocol	VS_B	ADMI_023_P1				1172				619	428	244.31	146.20	
MAP Protocol	VS_B	ADMI_023_P1				1189				617	424	244.51	146.20	
MAP Protocol	VS_B	ADMI_023_P1				1206				617	424	244.70	146.19	
MAP Protocol	VS_B	ADMI_023_P1				1223				619	424	244.87	146.17	
MAP Protocol	VS_B	ADMI_023_P1				1239				617	418	245.03	146.16	
MAP Protocol	VS_B	ADMI_023_P1				1256								
MAP Protocol	VS_B	ADMI_023_P1				1272								
MAP Protocol	VS_B	ADMI_023_P1				1289								
MAP Protocol	VS_B	ADMI_023_P1				1306								
MAP Protocol	VS_B	ADMI_023_P1				1322								
MAP Protocol	VS_B	ADMI_023_P1				1339								
MAP Protocol	VS_B	ADMI_023_P1				1356								
MAP Protocol	VS_B	ADMI_023_P1				1372								
MAP Protocol	VS_B	ADMI_023_P1				1389								
MAP Protocol	VS_B	ADMI_023_P1				1405								
MAP Protocol	VS_B	ADMI_023_P1				1422								
MAP Protocol	VS_B	ADMI_023_P1				1439								
MAP Protocol	VS_B	ADMI_023_P1				1455								
MAP Protocol	VS_B	ADMI_023_P1				1472								
MAP Protocol	VS_B	ADMI_023_P1				1489								
MAP Protocol	VS_B	ADMI_023_P1				1505								
MAP Protocol	VS_B	ADMI_023_P1				1522								
MAP Protocol	VS_B	ADMI_023_P1				1539								
MAP Protocol	VS_B	ADMI_023_P1				1555								
MAP Protocol	VS_B	ADMI_023_P1				1572								
MAP Protocol	VS_B	ADMI_023_P1				1589								
MAP Protocol	VS_B	ADMI_023_P1				1605								
MAP Protocol	VS_B	ADMI_023_P1				1622								
MAP Protocol	VS_B	ADMI_023_P1				1639								
MAP Protocol	VS_B	ADMI_023_P1				1655								
