StudioProjectName	StudioTestName	ParticipantName	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	RecordingTimestamp	StudioEventData	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	
MAP Protocol	VS_A	ADMI_437_M1				38				423	346	240.61	239.80	
MAP Protocol	VS_A	ADMI_437_M1				55				417	360	240.62	239.87	
MAP Protocol	VS_A	ADMI_437_M1				71				427	348	240.63	239.95	
MAP Protocol	VS_A	ADMI_437_M1				88				426	357	240.64	240.01	
MAP Protocol	VS_A	ADMI_437_M1				105				424	355	240.64	240.00	
MAP Protocol	VS_A	ADMI_437_M1				121				443	389	240.61	240.04	
MAP Protocol	VS_A	ADMI_437_M1				138				436	364	240.59	240.03	
MAP Protocol	VS_A	ADMI_437_M1				154				441	352	240.58	239.99	
MAP Protocol	VS_A	ADMI_437_M1				171				430	352	240.57	239.92	
MAP Protocol	VS_A	ADMI_437_M1				188				438	346	240.55	239.84	
MAP Protocol	VS_A	ADMI_437_M1				204				405	346	240.42	239.96	
MAP Protocol	VS_A	ADMI_437_M1				221				323	357	240.25	239.98	
MAP Protocol	VS_A	ADMI_437_M1				238				342	351	240.22	240.03	
MAP Protocol	VS_A	ADMI_437_M1				254				336	349	240.23	240.07	
MAP Protocol	VS_A	ADMI_437_M1				271				338	345	240.24	240.10	
MAP Protocol	VS_A	ADMI_437_M1				288				341	355	240.24	240.11	
MAP Protocol	VS_A	ADMI_437_M1				304				345	351	240.24	240.09	
MAP Protocol	VS_A	ADMI_437_M1				321				340	350	240.24	240.06	
MAP Protocol	VS_A	ADMI_437_M1				338				333	337	240.23	240.00	
MAP Protocol	VS_A	ADMI_437_M1				354				338	350	240.23	239.94	
MAP Protocol	VS_A	ADMI_437_M1				371				418	341	240.40	239.92	
MAP Protocol	VS_A	ADMI_437_M1				388				522	344	240.76	239.93	
MAP Protocol	VS_A	ADMI_437_M1				404				584	368	240.99	239.85	
MAP Protocol	VS_A	ADMI_437_M1				421				576	356	241.02	239.82	
MAP Protocol	VS_A	ADMI_437_M1				438				585	355	241.00	239.84	
MAP Protocol	VS_A	ADMI_437_M1				454				575	360	241.00	239.87	
MAP Protocol	VS_A	ADMI_437_M1				471				578	365	241.00	239.92	
MAP Protocol	VS_A	ADMI_437_M1				488				560	350	241.02	240.02	
MAP Protocol	VS_A	ADMI_437_M1				504				570	365	241.02	240.02	
MAP Protocol	VS_A	ADMI_437_M1				521				567	372	241.02	240.02	
MAP Protocol	VS_A	ADMI_437_M1				538				563	360	241.02	240.02	
MAP Protocol	VS_A	ADMI_437_M1				554				569	358	241.01	240.03	
MAP Protocol	VS_A	ADMI_437_M1				571				560	359	241.02	240.02	
MAP Protocol	VS_A	ADMI_437_M1				588				562	358	241.03	239.98	
MAP Protocol	VS_A	ADMI_437_M1				598	Instruction Element							
MAP Protocol	VS_A	ADMI_437_M1				604				561	359	241.04	239.99	
MAP Protocol	VS_A	ADMI_437_M1				621				570	361	241.06	239.92	
MAP Protocol	VS_A	ADMI_437_M1				637				639	373	241.26	239.81	
MAP Protocol	VS_A	ADMI_437_M1				654				694	397	241.52	239.78	
MAP Protocol	VS_A	ADMI_437_M1				671				702	409	241.59	239.71	
MAP Protocol	VS_A	ADMI_437_M1				687				710	404	241.59	239.72	
MAP Protocol	VS_A	ADMI_437_M1				704				705	400	241.59	239.67	
MAP Protocol	VS_A	ADMI_437_M1				721				709	402	241.59	239.69	
MAP Protocol	VS_A	ADMI_437_M1				737				709	393	241.60	239.68	
MAP Protocol	VS_A	ADMI_437_M1				754				715	405	241.61	239.62	
MAP Protocol	VS_A	ADMI_437_M1				771				709	403	241.64	239.56	
MAP Protocol	VS_A	ADMI_437_M1				787				709	398	241.65	239.59	
MAP Protocol	VS_A	ADMI_437_M1				804				699	405	241.66	239.71	
MAP Protocol	VS_A	ADMI_437_M1				821				712	402	241.67	239.63	
MAP Protocol	VS_A	ADMI_437_M1				837				705	396	241.68	239.80	
MAP Protocol	VS_A	ADMI_437_M1				854				718	396	241.64	239.86	
MAP Protocol	VS_A	ADMI_437_M1				871				709	394	241.63	239.87	
MAP Protocol	VS_A	ADMI_437_M1				887				715	396	241.63	239.88	
MAP Protocol	VS_A	ADMI_437_M1				904				707	393	241.62	239.89	
MAP Protocol	VS_A	ADMI_437_M1				921				689	387	241.60	239.86	
MAP Protocol	VS_A	ADMI_437_M1				937				679	387	241.56	239.73	
MAP Protocol	VS_A	ADMI_437_M1				954				690	389	241.57	239.81	
MAP Protocol	VS_A	ADMI_437_M1				970				679	392	241.58	239.88	
MAP Protocol	VS_A	ADMI_437_M1				987				683	389	241.58	239.93	
MAP Protocol	VS_A	ADMI_437_M1				1004				681	380	241.58	239.94	
MAP Protocol	VS_A	ADMI_437_M1				1020				680	404	241.59	239.96	
MAP Protocol	VS_A	ADMI_437_M1				1037				678	384	241.58	239.96	
MAP Protocol	VS_A	ADMI_437_M1				1054				688	391	241.57	239.84	
MAP Protocol	VS_A	ADMI_437_M1				1070				684	393	241.55	239.83	
